img,name,direct,geschlecht,id,href,ageGroup,lastnamefirst,federalState,party,job,office,socials
/blueprint/servlet/resource/image/864084/3x4/108/144/cb92f794e914eeca657d193837b7b8a6/38B3D865740379831755BBD8B8EAD340/albani_stephan_gross.jpg,Stephan Albani,0,männlich,857088,/abgeordnete/biografien/A/albani_stephan-857088,55 - 59 Jahre,"Albani, Stephan",Niedersachsen,CDU/CSU,Diplom-Physiker,Deutscher Bundestag,"[{'Homepage': 'http://www.stephan-albani.de'}, {'Facebook': 'https://www.facebook.com/StephanAlbaniMdB'}]"
/blueprint/servlet/resource/image/864668/3x4/108/144/b640dcc85a3e7d8c902ecafd6c1ed66a/6D7E8DCC0DFE56D8B41097E5BFA44270/klein_schmeink_maria_gross.jpg,Maria Klein-Schmeink,1,weiblich,857558,/abgeordnete/biografien/K/klein_schmeink_maria-857558,65 - 69 Jahre,"Klein-Schmeink, Maria",Nordrhein-Westfalen,Bündnis 90/Die Grünen,Soziologin,Deutscher Bundestag,"[{'Homepage': 'http://www.klein-schmeink.de'}, {'Facebook': 'https://www.facebook.com/maria.kleinschmeink'}, {'X': 'https://twitter.com/MariaKlSchmeink'}]"
/blueprint/servlet/resource/image/869034/3x4/108/144/89913974611ea17fd9aa451ad46a383f/E04AAE0297C7B6A2B2D895BBFBC77FAA/klinck_kristiian.jpg,Dr. Kristian Klinck,1,männlich,861384,/abgeordnete/biografien/K/klinck_kristian-861384,40 - 44 Jahre,"Klinck, Dr. Kristian",Schleswig-Holstein,SPD,"Politikwissenschaftler, Studienrat",Deutscher Bundestag,"[{'Homepage': 'http://www.kristian-klinck.de'}, {'Facebook': 'http://www.facebook.com/kristian.klinck.bundestag'}]"
/blueprint/servlet/resource/image/862100/3x4/108/144/2cf23d646d1ab4cf77d4a7de21a80c8c/F8FD8A784D9A56B0BEF1D462CC842828/harzer_ulrike.jpg,Ulrike Harzer,0,weiblich,860588,/abgeordnete/biografien/H/harzer_ulrike-860588,55 - 59 Jahre,"Harzer, Ulrike",Sachsen,FDP,Geschäftsführerin,Deutscher Bundestag,"[{'Homepage': 'https://www.ulrike-harzer.de/'}, {'Facebook': 'https://www.facebook.com/UlrikeHarzerFDP'}, {'X': 'https://www.twitter.com/HarzerUlrike'}, {'LinkedIn': 'https://linkedin.com/in/ulrike-harzer-71b1a9a3'}, {'Instagram': 'https://www.instagram.com/ulrike_harzer'}]"
/blueprint/servlet/resource/image/864086/3x4/108/144/12131de4c5e5904474dd4d5f05893802/646AC1B2F491244F845A9CCE30ABEE4C/altenkamp_norbert_gross.jpg,Norbert Maria Altenkamp,1,männlich,857102,/abgeordnete/biografien/A/altenkamp_norbert-857102,50 - 54 Jahre,"Altenkamp, Norbert Maria",Hessen,CDU/CSU,Diplom-Volkswirt,Deutscher Bundestag,"[{'Homepage': 'http://www.norbert-altenkamp.de/'}, {'X': 'https://twitter.com/NAltenkamp'}, {'Instagram': 'https://www.instagram.com/norbert.altenkamp/'}, {'Facebook': 'https://www.facebook.com/AltenkampMdB/'}, {'YouTube': 'https://www.youtube.com/channel/UCb383hLVbcU0_aqtcvV25mA'}]"
/blueprint/servlet/resource/image/862196/3x4/108/144/7e6ef297994f72f41942abcbda2d7884/E0C0D89BE466488F39324724408A0B81/kopf_chantal.jpg,Chantal Kopf,1,weiblich,860140,/abgeordnete/biografien/K/kopf_chantal-860140,25 - 29 Jahre,"Kopf, Chantal",Baden-Württemberg,Bündnis 90/Die Grünen,Politikwissenschaftlerin,Deutscher Bundestag,"[{'Homepage': 'https://chantal-kopf.de'}, {'X': 'https://twitter.com/chantal_kopf/'}, {'Instagram': 'https://www.instagram.com/chantalkopf/'}, {'Facebook': 'https://www.facebook.com/ChantalKopfFreiburg/'}, {'YouTube': 'https://www.youtube.com/channel/UCpCWlu5rRYjHuTOUPh3VjEA'}]"
/blueprint/servlet/resource/image/864672/3x4/108/144/53f3d17c2c2db1bc8e1ae2aaaab24b6c/62B1B5AB2C64AF1A5035C7CE2B7FAB81/klingbeil_lars_bild.jpg,Lars Klingbeil,1,männlich,857600,/abgeordnete/biografien/K/klingbeil_lars-857600,45 - 49 Jahre,"Klingbeil, Lars",Niedersachsen,SPD,Politikwissenschaftler,Deutscher Bundestag,"[{'Homepage': 'http://www.lars-klingbeil.de/'}, {'Facebook': 'https://www.facebook.com/klingbeil.lars'}, {'Instagram': 'https://www.instagram.com/larsklingbeil/'}, {'X': 'https://twitter.com/larsklingbeil'}, {'TikTok': 'https://www.tiktok.com/@lars.klingbeil'}]"
/blueprint/servlet/resource/image/864276/3x4/108/144/4147a965ea68c9abd3291b58429d689/F85772AABEE5FEFC54EE76D71EA0BC38/heidt_peter_gross.jpg,Peter Heidt,0,männlich,857476,/abgeordnete/biografien/H/heidt_peter-857476,55 - 59 Jahre,"Heidt, Peter",Hessen,FDP,Rechtsanwalt,Deutscher Bundestag,"[{'Homepage': 'https://peter-heidt.abgeordnete.fdpbt.de/'}, {'Facebook': 'https://www.facebook.com/peter.heidt.75'}, {'X': 'https://twitter.com/PeterHeidtFDP'}, {'Instagram': 'https://www.instagram.com/advocatopeter/'}]"
/blueprint/servlet/resource/image/864094/3x4/108/144/59ee529149caa63ce1c0370b5496cc23/3A0C12EF884DA69ABB663D208552DE8E/amthor_philipp_gross.jpg,Philipp Amthor,0,männlich,857086,/abgeordnete/biografien/A/amthor_philipp-857086,30 - 34 Jahre,"Amthor, Philipp",Mecklenburg-Vorpommern,CDU/CSU,Jurist,Deutscher Bundestag,"[{'Homepage': 'https://www.philipp-amthor.de/'}, {'Facebook': 'https://www.facebook.com/amthor.philipp/'}, {'Instagram': 'https://www.instagram.com/philipp.amthor'}]"
/blueprint/servlet/resource/image/862214/3x4/108/144/f803498506c2295635548ad213269986/8EA7BA0EA77634430A325234C9C1FADF/kraemer_philip_bild.jpg,Philip Krämer,0,männlich,860734,/abgeordnete/biografien/K/kraemer_philip-860734,30 - 34 Jahre,"Krämer, Philip",Hessen,Bündnis 90/Die Grünen,Kulturmanager,Deutscher Bundestag,"[{'Homepage': 'https://philip-kraemer.de/'}, {'X': 'https://twitter.com/PhiKraemer'}, {'Instagram': 'https://www.instagram.com/philip.kraemer/'}, {'Facebook': 'https://www.facebook.com/kraemer.philip'}]"
/blueprint/servlet/resource/image/862984/3x4/108/144/9c74e095fccaab82cb8327e1ff0f20df/DD4F294AB9E3D1755CE2047EC664EF67/klose_annika.jpg,Annika Klose,0,weiblich,860418,/abgeordnete/biografien/K/klose_annika-860418,30 - 34 Jahre,"Klose, Annika",Berlin,SPD,Sozialwissenschaftlerin,Deutscher Bundestag,"[{'Homepage': 'https://www.annikaklose.de'}, {'Facebook': 'https://www.facebook.com/AnnikaKlose.BerlinMitte/'}, {'X': 'https://www.twitter.com/AnniKlose'}, {'Instagram': 'https://www.instagram.com/annikloseberlin'}, {'Youtube': 'https://www.youtube.com/channel/UC1NoL5tBNe8DXWdKRac49ww'}]"
/blueprint/servlet/resource/image/864330/3x4/108/144/684acd5544b8463e08a3cfc6d7b73da5/DB26AC83931974534A84FC7958E05651/helling_plahr_katrin_gross.jpg,Katrin Helling-Plahr,0,weiblich,857420,/abgeordnete/biografien/H/helling_plahr_katrin-857420,35 - 39 Jahre,"Helling-Plahr, Katrin",Nordrhein-Westfalen,FDP,Rechtsanwältin,Deutscher Bundestag,"[{'Homepage': 'https://www.helling-plahr.de'}, {'Facebook': 'https://www.facebook.com/KatrinHellingPlahr'}, {'X': 'https://twitter.com/KatrinHelling'}, {'Instagram': 'https://www.instagram.com/katrinhellingplahr/'}]"
/blueprint/servlet/resource/image/864080/3x4/108/144/8fae22adf00fa40e05545c5769186827/92CA976C7BA7DC6E6081F1636C8A6E91/auernhammer_artur_gross.jpg,Artur Auernhammer,1,männlich,857084,/abgeordnete/biografien/A/auernhammer_artur-857084,60 - 64 Jahre,"Auernhammer, Artur",Bayern,CDU/CSU,"Landwirtschaftsmeister, staatlich geprüfter Landwirt",Deutscher Bundestag,"[{'Homepage': 'https://www.artur-auernhammer.de/'}, {'Facebook': 'https://www.facebook.com/AuernhammerMdB/'}, {'Instagram': 'https://www.instagram.com/arturauernhammer/'}]"
/blueprint/servlet/resource/image/863294/3x4/108/144/d806c7cb8902f51546773d9a5ce77c6d/57C054E4D6F53784B0B6EB6C40CC988A/kraft_laura.jpg,Laura Kraft,0,weiblich,860960,/abgeordnete/biografien/K/kraft_laura-860960,30 - 34 Jahre,"Kraft, Laura",Nordrhein-Westfalen,Bündnis 90/Die Grünen,Literaturwissenschaftlerin,Deutscher Bundestag,"[{'Homepage': 'https://www.laurakraft.de'}, {'X': 'https://twitter.com/laura_kraft_'}, {'Instagram': 'https://www.instagram.com/laura.kraft.gruene/'}, {'Facebook': 'https://www.facebook.com/Laura.Kraft.Gruene/'}]"
/blueprint/servlet/resource/image/870122/3x4/108/144/15b047d31b98d7452bae7a4d485da43b/C3AA8DC8D76D433F0F097C4A95F8216E/kluessendorf_tim_bild.jpg,Tim Klüssendorf,1,männlich,861362,/abgeordnete/biografien/K/kluessendorf_tim-861362,30 - 34 Jahre,"Klüssendorf, Tim",Schleswig-Holstein,SPD,Volks- und Betriebswirt,Deutscher Bundestag,"[{'Homepage': 'http://www.tim-kluessendorf.de'}, {'Facebook': 'http://www.facebook.com/tim.kluessendorf'}, {'Instagram': 'http://www.instagram.com/tim.kluessendorf'}, {'Linkedin': 'https://de.linkedin.com/in/timkluessendorf'}, {'TikTok': 'https://www.tiktok.com/@timkluessendorf'}]"
/blueprint/servlet/resource/image/864352/3x4/108/144/857240525e6f5e765de91321e530b819/89222B14AA152E1D550BA0B9D73FCF4B/herbrand_markus_gross.jpg,Markus Herbrand,0,männlich,857442,/abgeordnete/biografien/H/herbrand_markus-857442,50 - 54 Jahre,"Herbrand, Markus",Nordrhein-Westfalen,FDP,Steuerberater,Deutscher Bundestag,"[{'Homepage': 'http://www.markus-herbrand.de'}, {'Facebook': 'http://www.facebook.com/HerbrandMdB/'}, {'X': 'http://www.twitter.com/HerbrandMarkus'}, {'Instagram': 'http://www.instagram.com{markus.herbrand.fdp'}]"
/blueprint/servlet/resource/image/864078/3x4/108/144/834942d38f210fd763b454cef38cc93d/5318E0C5AA51E96C846B7EBE105F3669/aumer_peter_gross.jpg,Peter Aumer,1,männlich,857090,/abgeordnete/biografien/A/aumer_peter-857090,45 - 49 Jahre,"Aumer, Peter",Bayern,CDU/CSU,Diplom-Betriebswirt (FH),Deutscher Bundestag,"[{'Homepage': 'https://peteraumer.de/'}, {'Facebook': 'https://www.facebook.com/PeAumer/'}, {'Instagram': 'https://www.instagram.com/pete_aum'}]"
/blueprint/servlet/resource/image/862206/3x4/108/144/2652d3d49e0c4278673976cc7773a9ac/53A62DD3A493F1A5DAB6C6413DC965C7/kretz_jurgen.jpg,Jürgen Kretz,0,männlich,860178,/abgeordnete/biografien/K/kretz_juergen-860178,40 - 44 Jahre,"Kretz, Jürgen",Baden-Württemberg,Bündnis 90/Die Grünen,Politikwissenschaftler,Deutscher Bundestag,"[{'Homepage': 'https://juergen-kretz.de'}, {'Facebook': 'https://www.facebook.com/juergen.kretz'}, {'X': 'https://twitter.com/JuergenKretz'}, {'LinkedIn': 'https://www.linkedin.com/in/jürgen-kretz-806815208/'}, {'Instagram': 'https://www.instagram.com/juergen.kretz/'}]"
/blueprint/servlet/resource/image/864698/3x4/108/144/9b5a45ef27e844aabd3dc8dfad032ce2/C12FF82C1CEB9D2B01EC0AE808216B6E/kofler_baerbel_gross.jpg,Dr. Bärbel Kofler,0,weiblich,857572,/abgeordnete/biografien/K/kofler_baerbel-857572,55 - 59 Jahre,"Kofler, Dr. Bärbel",Bayern,SPD,Sprachwissenschaftlerin,Deutscher Bundestag,"[{'Homepage': 'http://www.baerbel-kofler.de'}, {'Facebook': 'https://www.facebook.com/Baerbel.Kofler/'}, {'X': 'https://twitter.com/BaerbelKofler?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor'}, {'Instagram': 'https://www.instagram.com/baerbelkofler/'}]"
/blueprint/servlet/resource/image/864354/3x4/108/144/f4f30ea1fdff7172b93da61f80e88b74/6D5759DBE453E2783FDC8284E6338A34/herbst_torsten_gross.jpg,Torsten Herbst,0,männlich,857454,/abgeordnete/biografien/H/herbst_torsten-857454,50 - 54 Jahre,"Herbst, Torsten",Sachsen,FDP,Diplom-Kaufmann (FH),Deutscher Bundestag,"[{'Homepage': 'https://www.torsten-herbst.de/'}, {'Facebook': 'https://www.facebook.com/torsten.herbst'}, {'X': 'https://twitter.com/torstenherbst'}, {'Instagram': 'https://www.instagram.com/herbsttorsten'}]"
/blueprint/servlet/resource/image/864570/3x4/108/144/bf840fc3c395cfe57ed0ec924a279e97/AB459FC3BFBD7111E2D323C6A4B1F219/baer_dorothee_gross.png,Dorothee Bär,1,weiblich,857110,/abgeordnete/biografien/B/baer_dorothee-857110,45 - 49 Jahre,"Bär, Dorothee",Bayern,CDU/CSU,Diplom-Politologin,Deutscher Bundestag,[{'Homepage': 'https://dorothee-baer.de/'}]
/blueprint/servlet/resource/image/864624/3x4/108/144/83669419c6cdf10e964c19db7e0d961b/B4FA9C4BC88890FB1E63DC9D319B92FB/kuenast_renate_gross.jpg,Renate Künast,0,weiblich,857614,/abgeordnete/biografien/K/kuenast_renate-857614,65 - 69 Jahre,"Künast, Renate",Berlin,Bündnis 90/Die Grünen,Rechtsanwältin,Deutscher Bundestag,"[{'Homepage': 'http://www.renate-kuenast.de'}, {'Facebook': 'https://www.facebook.com/renate.kuenast'}, {'X': 'https://www.twitter.com/RenateKuenast'}, {'Instagram': 'https://www.instagram.com/renatekuenast/'}]"
/blueprint/servlet/resource/image/865584/3x4/108/144/45e635765ff8f5121356ac19ce0adb07/08D0CEF6CFE70D0DA10631D6F84B1B7A/koss_simona_gross.jpg,Simona Koß,1,weiblich,860480,/abgeordnete/biografien/K/koss_simona-860480,60 - 64 Jahre,"Koß, Simona",Brandenburg,SPD,Schulrätin,Deutscher Bundestag,"[{'Homepage': 'https://www.simonakoss.de/'}, {'Facebook': 'https://www.facebook.com/simonamkoss'}]"
/blueprint/servlet/resource/image/864296/3x4/108/144/7d223862b8d771d85b7de98e0f596fab/C5D87654EA736FA5D2BC19C9CCF71785/hessel_katja_gross.jpg,Katja Hessel,0,weiblich,857474,/abgeordnete/biografien/H/hessel_katja-857474,50 - 54 Jahre,"Hessel, Katja",Bayern,FDP,Rechtsanwältin,Deutscher Bundestag,"[{'Homepage': 'http://www.katja-hessel.de/'}, {'Facebook': 'https://www.facebook.com/HesselKatja'}, {'X': 'https://twitter.com/fdp_hessel'}, {'Linkedin': 'https://de.linkedin.com/in/katja-hessel'}, {'Instagram': 'https://www.instagram.com/hesselkatja'}]"
/blueprint/servlet/resource/image/864580/3x4/108/144/99ae7ba721f64d0a8c9ebaa1e5ca21da/745D1DE63D91AAF55D071C0F24AA3383/bareiss_thomas_gross.jpg,Thomas Bareiß,1,männlich,857138,/abgeordnete/biografien/B/bareiss_thomas-857138,45 - 49 Jahre,"Bareiß, Thomas",Baden-Württemberg,CDU/CSU,Diplom-Betriebswirt (BA),Deutscher Bundestag,"[{'Homepage': 'http://www.thomas-bareiss.de'}, {'X': 'https://twitter.com/Thomas_Bareiss?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor'}, {'Facebook': 'https://www.facebook.com/thomas.bareiss'}, {'Instagram': 'https://www.instagram.com/thomasbareiss/'}]"
/blueprint/servlet/resource/image/864652/3x4/108/144/462b468ee333c73c0a81d1f5fe482093/513AEB2D82D0846ECE1127B532367A8C/kurth_markus_gross.jpg,Markus Kurth,0,männlich,857638,/abgeordnete/biografien/K/kurth_markus-857638,55 - 59 Jahre,"Kurth, Markus",Nordrhein-Westfalen,Bündnis 90/Die Grünen,Politikwissenschaftler,Deutscher Bundestag,"[{'Homepage': 'https://www.markus-kurth.de/'}, {'X': 'https://twitter.com/markuskurthmdb'}, {'Instagram': 'https://www.instagram.com/markuskurthmdb/'}, {'Facebook': 'https://www.facebook.com/mdb.markuskurth'}]"
/blueprint/servlet/resource/image/864636/3x4/108/144/d43b89ac612c628584a552f319cddb11/0093881812359BBB3F6BAC0EC80D38CD/kramme_anette_gross.jpg,Anette Kramme,0,weiblich,857618,/abgeordnete/biografien/K/kramme_anette-857618,55 - 59 Jahre,"Kramme, Anette",Bayern,SPD,Rechtsanwältin,Deutscher Bundestag,"[{'Homepage': 'http://www.anette-kramme.de'}, {'Instagram': 'https://www.instagram.com/anettekramme'}, {'Facebook': 'https://www.facebook.com/anette.kramme.bayreuth/'}]"
/blueprint/servlet/resource/image/864306/3x4/108/144/e238a1ebc3f1fbd3e0bdc4bee7f6a98f/B6E408C34844A6FAF0D1E6A8FA99BA66/hocker_gero_gross.jpg,Dr. Gero Clemens Hocker,0,männlich,857472,/abgeordnete/biografien/H/hocker_gero-857472,45 - 49 Jahre,"Hocker, Dr. Gero Clemens",Niedersachsen,FDP,"Diplom-Ökonom, Bankkaufmann",Deutscher Bundestag,"[{'Homepage': 'https://www.gero-hocker.de/'}, {'Facebook': 'https://www.facebook.com/hockergero/'}, {'X': 'https://www.twitter.com/GeroHocker'}, {'Instagram': 'https://www.instagram.com/gerohocker'}]"
/blueprint/servlet/resource/image/935510/3x4/108/144/9dd6b4f29119ed71b301babb768e571d/E6A210B3F9E769F1FA91846DEE804D89/bernstein_melanie_gross.jpg,Melanie Bernstein,0,weiblich,932930,/abgeordnete/biografien/B/bernstein_melanie-932930,45 - 49 Jahre,"Bernstein, Melanie",Schleswig-Holstein,CDU/CSU,Kulturwissenschaftlerin,Deutscher Bundestag,"[{'Homepage': 'https://www.melanie-bernstein.de/'}, {'Facebook': 'https://www.facebook.com/melaniebernstein.cdu/?locale=de_DE'}, {'LinkedIn': 'https://de.linkedin.com/in/melanie-bernstein/en?trk=people-guest_people_search-card&original_referer=https%3A%2F%2Fwww.google.com%2F'}, {'Instagram': 'https://www.instagram.com/mela.bernstein/?hl=de'}]"
/blueprint/servlet/resource/image/862228/3x4/108/144/9d5feefe645928e83bfde444ad470720/C4C36ADEDE5F7ABA4EE7843B26662FF8/lang_ricarda.jpg,Ricarda Lang,0,weiblich,860132,/abgeordnete/biografien/L/lang_ricarda-860132,30 - 34 Jahre,"Lang, Ricarda",Baden-Württemberg,Bündnis 90/Die Grünen,Angestellte,Deutscher Bundestag,"[{'X': 'https://twitter.com/Ricarda_Lang'}, {'Instagram': 'https://www.instagram.com/accounts/login/?next=/ricardalong/?hl=de'}, {'Facebook': 'https://m.facebook.com/RicardaLang2/'}]"
/blueprint/servlet/resource/image/863308/3x4/108/144/f5f7066b3d16d2c71e028f5be88c3f87/0666AC81C0F0D8FADD26912F674B9FFD/kreiser_dunja.jpg,Dunja Kreiser,1,weiblich,860868,/abgeordnete/biografien/K/kreiser_dunja-860868,50 - 54 Jahre,"Kreiser, Dunja",Niedersachsen,SPD,Abwassermeisterin,Deutscher Bundestag,"[{'Homepage': 'https://www.dunja-kreiser.de/'}, {'Facebook': 'https://www.facebook.com/Dunja-Kreiser-101619048703731/'}, {'Instagram': 'https://www.instagram.com/dunjakreiser/?hl=de'}]"
/blueprint/servlet/resource/image/864310/3x4/108/144/156a9b5bf6aebcb866c31a37d1a491c1/2E82C14953AE62C55A6565FAF2435813/hoeferlin_manuel_gross.jpg,Manuel Höferlin,0,männlich,857484,/abgeordnete/biografien/H/hoeferlin_manuel-857484,50 - 54 Jahre,"Höferlin, Manuel",Rheinland-Pfalz,FDP,IT-Unternehmer,Deutscher Bundestag,"[{'Homepage': 'https://mhoeferlin.abgeordnete.fdpbt.de/'}, {'Facebook': 'https://www.facebook.com/Hoeferlin'}, {'X': 'https://twitter.com/ManuelHoeferlin'}, {'LinkedIn': 'https://www.linkedin.com/in/manuelhoeferlin'}, {'Instagram': 'https://www.instagram.com/ManuelHoeferlin/'}]"
/blueprint/servlet/resource/image/864572/3x4/108/144/989c46687f45c536b9e3ca64e30ac4ae/50EADF1435F6BDECF0D3FF1AA35D7CD0/beyer_peter_gross.jpg,Peter Beyer,1,männlich,857108,/abgeordnete/biografien/B/beyer_peter-857108,50 - 54 Jahre,"Beyer, Peter",Nordrhein-Westfalen,CDU/CSU,Rechtsanwalt,Deutscher Bundestag,"[{'Homepage': 'http://www.peter-beyer.info'}, {'Facebook': 'http://www.facebook.com/PeterBeyerMdB'}, {'X': 'https://twitter.com/Peter_Beyer'}, {'LinkedIn': 'https://de.linkedin.com/in/peter-beyer-279a02188?trk=people-guest_people_search-card'}, {'Instagram': 'https://www.instagram.com/peterbeyerbundestag'}]"
/blueprint/servlet/resource/image/864436/3x4/108/144/44ff0684bd828467915e18432801157/1CF20D5D02D64C1A5EE5FC6698BAFB51/lehmann_sven_bild.jpg,Sven Lehmann,1,männlich,857664,/abgeordnete/biografien/L/lehmann_sven-857664,40 - 44 Jahre,"Lehmann, Sven",Nordrhein-Westfalen,Bündnis 90/Die Grünen,Angestellter im Öffentlichen Dienst,Deutscher Bundestag,"[{'Homepage': 'http://www.sven-lehmann.eu/'}, {'X': 'https://twitter.com/svenlehmann'}, {'Instagram': 'https://www.instagram.com/_svenlehmann_/'}, {'Facebook': 'https://www.facebook.com/SvenLehmannMdB'}]"
/blueprint/servlet/resource/image/865942/3x4/108/144/a4e601263377e43da7b709f410213099/0A243C363BA02880E72A028E02787476/kroeber_martin.jpg,Martin Kröber,1,männlich,861314,/abgeordnete/biografien/K/kroeber_martin-861314,30 - 34 Jahre,"Kröber, Martin",Sachsen-Anhalt,SPD,Geschäftsstellenleiter,Deutscher Bundestag,"[{'Homepage': 'https://martin-kroeber.de'}, {'Instagram': 'https://www.instagram.com/martinkroeber/'}, {'Facebook': 'https://www.facebook.com/MartinKroeberMD'}]"
/blueprint/servlet/resource/image/864316/3x4/108/144/b5e372f4985c539c94f75fee894319aa/7BFC18853F0D98D9D674B1BD76ECA5C7/hoffmann_christoph_gross.jpg,Dr. Christoph Hoffmann,0,männlich,857402,/abgeordnete/biografien/H/hoffmann_christoph-857402,65 - 69 Jahre,"Hoffmann, Dr. Christoph",Baden-Württemberg,FDP,Diplom-Forstwissenschaftler,Deutscher Bundestag,"[{'Homepage': 'https://www.dr-christoph-hoffmann.de/'}, {'Facebook': 'https://www.facebook.com/dr.christoph.hoffmann.fdp'}, {'X': 'https://twitter.com/HoffmannForest'}, {'Instagram': 'https://www.instagram.com/christoph.hoffmann.mdb/'}]"
/blueprint/servlet/resource/image/864574/3x4/108/144/90d19881c27827ba6c37c96bb959e347/8A1688D24DA357ABD3CAFA003EFC9343/biadacz_marc_gross.jpg,Marc Biadacz,1,männlich,857126,/abgeordnete/biografien/B/biadacz_marc-857126,40 - 44 Jahre,"Biadacz, Marc",Baden-Württemberg,CDU/CSU,Sozialwissenschaftler (M.A.),Deutscher Bundestag,"[{'Homepage': 'https://www.marc-biadacz.de/'}, {'Facebook': 'https://www.facebook.com/MBiadacz/'}, {'X': 'https://twitter.com/MBiadaczMdB'}, {'LinkedIn': 'https://linkedin.com/in/marc-biadacz-564915193'}, {'Instagram': 'https://www.instagram.com/marcbiadacz/'}]"
/blueprint/servlet/resource/image/864400/3x4/108/144/54b20b2c9548f62db0feaaa8ed0ed469/950D17C0E78DFF1AA57137AF3C689A67/lemke_steffi_bild.jpg,Steffi Lemke,0,weiblich,857674,/abgeordnete/biografien/L/lemke_steffi-857674,55 - 59 Jahre,"Lemke, Steffi",Sachsen-Anhalt,Bündnis 90/Die Grünen,Diplom-Agraringenieurin,Deutscher Bundestag,"[{'Homepage': 'http://www.steffi-lemke.de'}, {'X': 'https://twitter.com/SteffiLemke'}, {'Instagram': 'https://www.instagram.com/lemke.steffi/'}]"
/blueprint/servlet/resource/image/870098/3x4/108/144/4d51e08e3ec05b9e195e36e35f031ef1/E70FB316B29F357F50027E0C4BE2EDEF/kuehnert_kevin_gross.jpg,Kevin Kühnert,1,männlich,860416,/abgeordnete/biografien/K/kuehnert_kevin-860416,30 - 34 Jahre,"Kühnert, Kevin",Berlin,SPD,Angestellter,Deutscher Bundestag,"[{'Facebook': 'https://www.facebook.com/KuehniKev/'}, {'Instagram': 'https://www.instagram.com/kuehni_kev'}]"
/blueprint/servlet/resource/image/864324/3x4/108/144/f06e9cb860c6104057ea844f1cb578e2/9DFCFF0E9BF9DD4812C90D18FA33BEA7/houben_reinhard_gross.png,Reinhard Houben,0,männlich,857414,/abgeordnete/biografien/H/houben_reinhard-857414,60 - 64 Jahre,"Houben, Reinhard",Nordrhein-Westfalen,FDP,Unternehmer,Deutscher Bundestag,"[{'Homepage': 'https://www.reinhard-houben.de'}, {'Facebook': 'https://www.facebook.com/ReinhardKoeln'}, {'X': 'https://twitter.com/HoubenReinhard'}, {'Instagram': 'https://www.instagram.com/reinhardhouben'}]"
/blueprint/servlet/resource/image/864576/3x4/108/144/74fd13300fcab3ceda26a58a2a55a90a/4E12B9758915B238E9995C5F0A85C084/bilger_steffen_gross.jpg,Steffen Bilger,1,männlich,857146,/abgeordnete/biografien/B/bilger_steffen-857146,45 - 49 Jahre,"Bilger, Steffen",Baden-Württemberg,CDU/CSU,Volljurist,Deutscher Bundestag,"[{'Homepage': 'http://www.steffen-bilger.de'}, {'X': 'https://twitter.com/steffenbilger'}, {'Instagram': 'https://www.instagram.com/steffen.bilger/'}, {'Facebook': 'https://www.facebook.com/steffen.bilger.cdu/'}]"
/blueprint/servlet/resource/image/867078/3x4/108/144/81758add2a5bc622a7a5c609cde8731e/4AF926CE51235914312AEB04601785F2/liebert_anja.jpg,Anja Liebert,0,weiblich,861930,/abgeordnete/biografien/L/liebert_anja-861930,50 - 54 Jahre,"Liebert, Anja",Nordrhein-Westfalen,Bündnis 90/Die Grünen,Verwaltungsangestellte,Deutscher Bundestag,"[{'Homepage': 'https://anjaliebert.de/'}, {'Facebook': 'https://www.facebook.com/anjaliebertmdb'}, {'Instagram': 'https://www.instagram.com/anjas_ideen'}]"
/blueprint/servlet/resource/image/862580/3x4/108/144/ddb54cf5e09be60701848cb65f78ed33/D314421F4926DF1F35B7B18A3739E8EE/lahrkamp_sarah.jpg,Sarah Lahrkamp,0,weiblich,860984,/abgeordnete/biografien/L/lahrkamp_sarah-860984,40 - 44 Jahre,"Lahrkamp, Sarah",Nordrhein-Westfalen,SPD,Politikwissenschaftlerin,Deutscher Bundestag,"[{'Homepage': 'https://www.sarah-lahrkamp.de/'}, {'X': 'https://twitter.com/slahrkamp'}, {'Instagram': 'https://www.instagram.com/sarahlahrkamp/?hl=de'}, {'Facebook': 'https://www.facebook.com/sarahlahrkamp/'}]"
/blueprint/servlet/resource/image/864946/3x4/108/144/724d5a0e06562a6b02dafd495b69adb5/6E71F14E7B4FF7DC7B895D627606D34F/in_der_beek_olaf_gross.jpg,Olaf in der Beek,0,männlich,857498,/abgeordnete/biografien/I/in_der_beek_olaf-857498,55 - 59 Jahre,"in der Beek, Olaf",Nordrhein-Westfalen,FDP,,Deutscher Bundestag,"[{'Homepage': 'http://www.olafinderbeek.de/'}, {'Facebook': 'https://www.facebook.com/olafinderbeek/'}, {'Instagram': 'https://www.instagram.com/olafinderbeekmdb/'}]"
